date,episode_return
2022-02-18,-0.007258386468887329
2022-02-22,-0.011106872701644897
2022-02-23,0.0016718056127429009
2022-02-24,0.014731276434659959
2022-02-25,0.015320608335733414
2022-02-28,0.002308142076432705
2022-03-02,0.0022456890668720005
2022-03-03,-0.004162774350494146
2022-03-04,0.011398987674713135
2022-03-07,-0.01731594218313694
2022-03-08,-0.0026008120868355033
2022-03-10,0.02249263278245926
2022-03-11,-0.017371724569797516
2022-03-14,-0.014180687893927096
2022-03-15,0.0047818289771676065
2022-03-16,0.01943661221265793
2022-03-17,0.0028370739214122294
2022-03-18,0.007334909555315972
2022-03-21,-0.008818278682231903
2022-03-22,0.002770220485329628
2022-03-23,-0.004226797673106193
2022-03-24,0.0029969751477241517
2022-03-25,-0.0061736009053885935
2022-03-28,0.005818160659819841
2022-03-29,0.009899176248908043
2022-03-30,0.0011864246372133495
2022-03-31,-0.000806521085742861
2022-04-01,0.004548308870196343
2022-04-04,-0.0013217169854789971
2022-04-05,-0.01620127744823694
2022-04-06,-0.013930956211686135
2022-04-07,-0.005234020219743252
2022-04-08,0.00034685710063204177
2022-04-11,-0.013181905514001847
2022-04-12,-0.0029144149482250212
2022-04-13,0.015406230112910271
2022-04-14,-0.012360873278975486
2022-04-18,-0.004385185936838389
2022-04-19,0.015867275452613832
2022-04-20,-8.529613940045234e-05
2022-04-21,-0.020943228656053543
2022-04-22,-0.015482469807565211
2022-04-25,0.004173989064991474
2022-04-26,-0.007441088739782572
2022-04-27,-0.0009615073812659829
2022-04-28,0.009131050953269005
2022-04-29,-0.007020331363379955
2022-05-02,0.004279228825122118
2022-05-03,0.007238936196267605
2022-05-04,0.028304774701595307
2022-05-06,-0.022748330605030058
2022-05-09,-0.030274230337142945
2022-05-10,0.0028995679318904875
2022-05-11,-0.0154622840359807
2022-05-12,-0.009162316030263901
2022-05-13,0.019975793969631193
2022-05-16,-0.001291795842256397
2022-05-17,0.01082324101626873
2022-05-18,-0.028457417231798173
2022-05-19,-0.0037043484695255756
2022-05-20,0.0020738765075802804
2022-05-23,0.009066102626919747
2022-05-24,-0.010311466147005559
2022-05-25,0.012499344339966774
2022-05-26,-0.003173032484576106
2022-05-27,0.011255927972495555
2022-05-31,0.007815604788064957
2022-06-02,0.012488114397227764
2022-06-03,0.000923014747351408
2022-06-07,0.00904997618496418
2022-06-08,-0.005440509197115898
2022-06-09,-0.026675794765353204
2022-06-10,-0.018214114347100258
2022-06-13,-0.005909297834336758
2022-06-14,-0.005680513941496611
2022-06-15,0.014935534250736236
2022-06-16,-0.012826866790652276
2022-06-17,-0.0005986716403625905
2022-06-21,0.01747911325097084
2022-06-22,0.002827422598004341
2022-06-23,0.004648583848029375
2022-06-24,-0.003757660974189639
2022-06-27,-0.0007769471237435936
2022-06-28,-0.0014491370253264903
2022-06-29,-0.004349152465909719
2022-06-30,-0.004782389883697033
2022-07-01,0.005495154477655887
2022-07-05,0.012865478476881981
2022-07-06,-0.013914605017006396
2022-07-07,0.019908938211202622
2022-07-08,-0.0004543271724134683
2022-07-11,-0.015091970287263393
2022-07-12,-0.0013950029138475655
2022-07-13,0.0022238107603043318
2022-07-14,-0.002308920544013381
2022-07-15,0.002843323177844286
2022-07-18,-0.0012173906166106463
2022-07-19,0.028756165021657943
2022-07-20,-0.0004539644207805394
2022-07-21,0.007435828356444836
2022-07-22,-0.012378878435492515
2022-07-25,-0.003842233004048467
2022-07-26,0.0008124790780246258
2022-07-27,0.016409239041805267
2022-07-28,0.014939082518219947
2022-07-29,0.0031705180771648884
2022-08-01,-0.0030941728599369524
2022-08-02,-0.008818922382593155
2022-08-03,0.008416785994172097
2022-08-04,0.007365529203414917
2022-08-05,-0.0014244036439806222
2022-08-08,-0.000453610493056476
2022-08-09,-0.003589803981781006
2022-08-10,0.01349258928000927
2022-08-11,0.0013382053593173622
2022-08-12,0.009202034404873848
2022-08-16,0.0026055636152625085
2022-08-17,-0.012444985163211823
2022-08-18,-0.000373953423462808
2022-08-19,-0.01155039047896862
2022-08-22,-0.018857536441087723
2022-08-23,-0.0023003742169588805
2022-08-24,-0.0006286333083175123
2022-08-25,0.015829307663440706
2022-08-26,-0.02402367923259735
2022-08-29,-0.008809537294507027
2022-08-30,-0.009255228227376937
2022-08-31,-0.0018349624434486032
2022-09-01,-0.0057670157916843885
2022-09-02,-0.01089166504740715
2022-09-06,-0.011873685541749
2022-09-07,0.01697188629806042
2022-09-08,-0.002968699433468282
2022-09-13,-0.007152451798319816
2022-09-14,0.0011813924379646778
2022-09-15,-0.009820415665209293
2022-09-16,-0.009753946197032928
2022-09-19,0.005261386185884476
2022-09-20,-0.013115805006027222
2022-09-21,-0.016997543224692345
2023-02-17,-0.0018310509867966174
2023-02-21,-0.009651625889539718
2023-02-22,-0.005789851374924183
2023-02-23,0.006474412830919028
2023-02-24,-0.010913656556606293
2023-02-27,-0.000902411644347012
2023-02-28,0.00022019348386675117
2023-03-02,0.0008544451568275691
2023-03-03,0.014082439720630646
2023-03-06,0.001309330927953124
2023-03-07,-0.008390056375414134
2023-03-08,0.001957361546903849
2023-03-09,-0.009665203508734703
2023-03-10,0.01847249948978424
2023-03-13,0.0036246479317545892
2023-03-14,0.01808063843846321
2023-03-15,0.005233985865116119
2023-03-16,0.00846546612083912
2023-03-17,0.00922968044579029
2023-03-20,0.0059275041423738
2023-03-21,-0.004920681189745665
2023-03-22,0.006994002513587475
2023-03-23,0.008665195700526238
2023-03-24,0.0023763923343271018
2023-03-27,-0.01386045594215393
2023-03-28,-0.002504156870394945
2023-03-29,0.010843347483873368
2023-03-30,0.0058396470211446285
2023-03-31,0.013032797242701054
2023-04-03,0.004254073077440262
2023-04-04,0.004199788154661655
2023-04-05,-0.002747120551764965
2023-04-06,0.0030689287967979907
2023-04-10,0.004035845084488392
2023-04-11,0.0006119521932676435
2023-04-12,-0.0013631141756661235
2023-04-13,0.006775815141201019
2023-04-14,-0.011188583791255952
2023-04-17,0.004844643254578114
2023-04-18,-0.0004904367792420089
2023-04-19,0.0002706700295209885
2023-04-20,-0.002964650196954608
2023-04-21,-0.0005017535764724015
2023-04-24,0.00015832891836762425
2023-04-25,0.0021088669698685406
2023-04-26,-0.003973418227210641
2023-04-27,0.016674326890707015
2023-04-28,0.006201424060761929
2023-05-02,0.004811069463938475
2023-05-03,-0.001103141270391643
2023-05-04,0.005181958563625812
2023-05-08,0.016538028758764266
2023-05-09,-0.0009513857942074537
2023-05-10,0.0050619421340525154
2023-05-11,-0.0045749236561357974
2023-05-12,-0.0041611100651323795
2023-05-15,0.005045104341208935
2023-05-16,-0.009798271802067757
2023-05-17,0.01048480295687914
2023-05-18,0.009564808559417725
2023-05-19,-0.0012971482165157794
2023-05-22,0.00267971725910902
2023-05-23,-0.0014484014935791491
2023-05-24,-0.005392404057830572
2023-05-25,-0.0033132161654531953
2023-05-26,0.006864300961792469
2023-05-30,0.00025013909488916393
2023-05-31,-6.241838149726375e-05
2023-06-01,0.0057416817270219325
2023-06-02,0.015959904244542123
2023-06-05,0.0002349782405421138
2023-06-07,0.00871414276510477
2023-06-08,0.004476553743332624
2023-06-09,-0.0007703594958409667
2023-06-12,0.004283139115571976
2023-06-13,0.0024681499756872656
2023-06-14,-0.005165774720907211
2023-06-15,0.009614074796438218
2023-06-16,-0.001112126752315089
2023-06-20,-0.0026942571341991425
2023-06-21,-0.0021258234709501268
2023-06-22,0.00032772057745605713
2023-06-23,-0.0032281457018107176
2023-06-26,0.005675541087239981
2023-06-27,0.008677878865599632
2023-06-28,-0.0019339876413345337
2023-06-29,0.003704078195989132
2023-06-30,0.0037304304629564287
2023-07-03,0.005096605291962624
2023-07-05,-0.0038411604091525076
2023-07-06,-0.010133101458847523
2023-07-07,0.004508337950706482
2023-07-10,0.004132334492355585
2023-07-11,0.006719672119617462
2023-07-12,0.01104061925113201
2023-07-13,0.0037340416081249714
2023-07-14,0.000754978834092617
2023-07-17,-0.0035933326579630376
2023-07-18,0.004094127772003412
2023-07-19,0.0055911599837243555
2023-07-20,-0.006488545400649309
2023-07-21,0.000791799827106297
2023-07-24,0.0011265498839318753
2023-07-25,0.0016457522995769976
2023-07-26,0.0023592060815542937
2023-07-27,-0.010565159127116204
2023-07-28,0.012382457193732262
2023-07-31,0.0033581573486328124
2023-08-01,-0.0033172287739813328
2023-08-02,-0.010280371403694153
2023-08-03,-0.003563738889992237
2023-08-04,0.002027367379516363
2023-08-07,0.0010458290105685593
2023-08-08,-0.005506161946058273
2023-08-09,0.0021888377621769907
2023-08-10,-0.003315636345371604
2023-08-11,-0.004433851946890354
2023-08-14,0.0068589590892195705
2023-08-16,-0.01290763552337885
2023-08-17,-0.0035510638028383255
2023-08-18,0.0004799640368670225
2023-08-21,0.0007253659524023533
2023-08-22,-0.000903355464246124
2023-08-23,0.012522106736898422
2023-08-24,0.0021706286799162626
2023-08-25,0.0016836486730724574
2023-08-28,0.007110115803778172
2023-08-29,0.010880458250641822
2023-08-30,0.0008131477501243354
2023-08-31,-0.002148549913987517
2023-09-01,0.003941150116920472
2023-09-05,-0.01731035329699516
2023-09-06,-0.007845521351695061
2023-09-07,-0.003165483533963561
2023-09-08,2.6475785858929126e-05
2023-09-11,0.006225599999725819
2023-09-12,-0.003871397168934345
2023-09-13,-0.005213134902715683
2023-09-14,0.006861805213987828
2023-09-15,-9.802548065781591e-05
2023-09-18,0.0012300855707377196
2023-09-19,-0.004325765464454889
2023-09-20,1.3127561658621886e-06
2023-09-21,-0.01333731869161129
2023-09-22,0.0012171590892598033
2023-09-25,-0.0005907969741150735
2023-09-26,-0.003219328002259135
2023-09-27,0.00024672105163335806
2023-10-04,-0.02081324750483036
2023-10-05,0.0019547860112041236
2023-10-06,0.004500133745372295
2023-10-10,0.009259669537842274
2023-10-11,0.011536676964163781
2023-10-12,-0.008393807300180196
2023-10-13,0.01880965014696121
2023-10-16,0.0088311776638031
2023-10-17,0.010896055613458158
2023-10-18,-0.019725840884447097
2023-10-19,0.008844148021936418
2023-10-20,-0.0030591110959649085
2023-10-23,-0.005642357538640499
2023-10-24,0.005859791706502438
2023-10-25,-0.009199854210019112
2023-10-26,0.002889027137309313
2023-10-27,-0.0033630114570260047
2023-10-30,0.0076535363942384724
2023-10-31,0.007767887583374977
2023-11-01,0.007402441976964474
2023-11-02,0.023141612657904626
2023-11-03,0.019011199724674226
2023-11-06,0.0011814854435622693
2023-11-07,-0.0020085751317441463
2023-11-08,0.0035738905400037766
2023-11-09,-0.0029148343719542025
2023-11-10,0.012569328331947327
2023-11-13,-0.0021145685376599433
2023-11-14,0.02295725399851799
2023-11-15,-0.0003970749369822442
2023-11-16,0.005081201291829348
2023-11-17,0.0025794362742453812
2023-11-20,0.0073590967416763305
2023-11-21,0.006957701824605465
2023-11-22,0.0018519552871584892
2023-11-24,0.0011661929823458196
2023-11-27,0.0022393608309328556
2023-11-28,0.0033589437365531922
2023-11-29,0.0018807298094034195
2023-11-30,-0.0007041383814066647
2023-12-01,0.007252549895644188
2023-12-04,-0.007562194667756558
2023-12-05,0.0009775014780461788
2023-12-06,-0.002080818124115467
2023-12-07,0.0015616865225136281
2023-12-08,0.00544438893944025
2023-12-11,0.003236207000911236
2023-12-12,0.0024443400233983992
2023-12-13,0.026747594726085663
2023-12-14,0.012410638849437237
2023-12-15,-0.0019794668840244414
2023-12-18,0.001806570965051651
2023-12-19,0.003670254744589329
2023-12-20,0.008296108776330947
2023-12-21,0.010068795298039914
2023-12-22,0.00292301259636879
2023-12-26,0.005299485151469708
2023-12-27,0.005550898846238852
2023-12-28,-0.0031224426202476024
2024-02-16,-0.0048404766827821735
2024-02-20,0.0002177614174783231
2024-02-21,-0.004836425232887268
2024-02-22,0.002143111886456609
2024-02-23,0.0038500234305858614
2024-02-26,-0.0027191412702202798
2024-02-27,-0.007463248429447412
2024-02-28,0.0017991847347468139
2024-02-29,0.004779303789138794
2024-03-04,0.01120099535882473
2024-03-05,0.008159309279918672
2024-03-06,0.005721057964861393
2024-03-07,0.0011969234438613057
2024-03-08,0.0005302021052688361
2024-03-11,-5.242599146440622e-05
2024-03-12,-0.001011330857500434
2024-03-13,-0.0017459896832704544
2024-03-14,-0.0037248455312103032
2024-03-15,-0.003563090209290385
2024-03-18,0.0016727819427847864
2024-03-19,-0.001218413187819533
2024-03-20,0.013301129251718521
2024-03-21,0.007100509937107563
2024-03-22,0.0006802614115178586
2024-03-25,-0.0026696074564009904
2024-03-26,0.0034144857086241247
2024-03-27,0.010384115488827228
2024-03-28,0.0016240734793245793
2024-04-01,-0.003389510117471218
2024-04-02,0.009095823504030704
2024-04-03,0.0030773167923092842
2024-04-04,-0.0010490139678120613
2024-04-05,-0.0046958166033029556
2024-04-08,0.00017941667502745988
2024-04-09,0.005006900309026241
2024-04-11,0.00493125982657075
2024-04-12,0.002400090105831623
2024-04-15,-0.011681835307180881
2024-04-16,-0.002337672309577465
2024-04-17,0.0027975012846291067
2024-04-18,-0.002820685735158622
2024-04-19,0.0022956241190433503
2024-04-22,0.010038639073073865
2024-04-23,0.010565616953372955
2024-04-24,0.009596197775006294
2024-04-25,-0.005831858530640602
2024-04-26,0.009930039650201797
2024-04-29,0.006496079893410206
2024-04-30,-0.00762044969946146
2024-05-02,0.012434223614633083
2024-05-03,0.00661978709474206
2024-05-07,0.009656104874610901
2024-05-08,-0.0017243956493213771
2024-05-09,0.01302740620970726
2024-05-10,0.002733799706399441
2024-05-13,-0.003101166651397943
2024-05-14,0.0026425865676254034
2024-05-16,0.002540561345592141
2024-05-17,0.0024768280249089004
2024-05-20,0.0013838928969576955
2024-05-21,-0.0013543740203604102
2024-05-22,-0.003432637120783329
2024-05-23,-0.007001502607017755
2024-05-24,-0.004738503922522068
2024-05-28,0.0009202906392514706
