#{"t_start": 1779630946.899571, "env_id": "None"}
r,l,t
-20.47789,140,39.135939
-13.21069,131,39.213488
-15.865247,128,39.291748
-12.950614,131,39.370478
-13.10725,130,39.449744
-24.727707,149,39.539216
-27.693182,156,39.63405
-23.767116,146,39.721982
-13.368903,128,40.236476
-21.346956,147,40.326599
-11.622921,128,40.404215
-14.827975,128,40.481047
-11.72933,128,40.559127
-20.101558,146,40.648498
-21.305687,143,40.735559
-14.110771,128,40.811322
-13.728748,130,40.891227
-15.938921,128,40.974911
-13.024056,128,41.052788
-11.990526,128,41.129636
-14.644657,128,41.207823
-20.661196,147,41.296571
-21.891829,143,41.3834
-19.450797,143,41.904964
-17.953215,141,41.992057
-12.972723,131,42.07141
-22.404955,146,42.159666
-18.438485,141,42.244846
-11.997352,128,42.323196
-12.276993,128,42.400957
-13.390662,130,42.478754
-11.46509,128,42.556568
-12.913644,128,42.635427
-13.099644,128,42.711634
-16.916545,131,42.795768
-11.492512,128,42.875354
-20.918747,147,43.027168
-13.739519,128,43.135599
-12.032669,128,43.230063
-18.262483,140,43.756151
-13.299134,130,43.838312
-13.067597,128,43.917318
-12.879381,130,43.995695
-12.212037,124,44.071763
-12.638925,131,44.150973
-14.377132,128,44.22865
-12.314988,130,44.3074
-13.218448,130,44.385918
-13.351288,130,44.463715
-12.351466,128,44.541521
-11.452297,128,44.619566
-15.432117,130,44.697301
-19.148072,141,44.782753
-12.1822,128,44.860499
-12.578053,131,45.378434
-20.633695,143,45.467374
-12.814283,128,45.54514
-11.05371,128,45.622783
-19.876942,141,45.707847
-8.527692,119,45.780405
-12.316051,130,45.859903
-11.459205,130,45.93962
-10.650794,128,46.017745
-13.635508,128,46.094612
-14.520526,128,46.172829
-12.304094,128,46.251082
-12.074378,128,46.327542
-11.593941,130,46.406748
-13.190902,128,46.4848
-10.917591,128,46.561265
-12.208969,128,47.093443
-11.387565,127,47.171264
-11.862357,131,47.251105
-20.350518,147,47.339662
-12.411121,128,47.418003
-23.240359,158,47.512551
-12.157632,131,47.592685
-13.178201,128,47.670546
-22.350195,146,47.758436
-12.737234,131,47.837279
-12.030502,128,47.915528
-11.262847,128,47.992647
-11.965687,128,48.070215
-13.049117,131,48.149926
-12.772725,128,48.226313
-20.761679,146,48.754663
-13.489215,131,48.835311
-11.793428,130,48.919987
-13.377044,130,48.999679
-11.196874,130,49.077537
-12.141272,130,49.156019
-20.220428,147,49.244682
-9.258461,128,49.323728
-11.646885,128,49.401715
-11.728437,130,49.480346
-11.501858,130,49.560125
-9.269901,128,49.638123
-19.500207,141,49.723079
-21.070197,146,49.811087
-11.838507,130,49.890156
-11.524977,130,49.970975
-11.470802,128,50.486928
-11.051945,130,50.752332
-12.922128,131,50.837931
-10.859477,128,50.92049
-14.887952,130,51.004005
-11.033686,128,51.080115
-18.235334,140,51.165756
-11.841783,128,51.244349
-12.352928,128,51.325344
-11.153061,128,51.403544
-11.126308,128,51.480385
-10.038524,128,51.557244
-11.294059,130,51.636251
-11.762959,128,51.712605
-12.184533,130,51.792394
-11.025702,131,51.871277
-12.32243,130,52.390701
-10.765703,128,52.468754
-12.040459,131,52.546349
-28.895137,157,52.640731
-26.661965,158,52.735277
-12.352213,128,52.813005
-20.331792,146,52.901024
-10.500109,128,52.977635
-11.902081,128,53.054523
-11.189963,128,53.131337
-20.286891,146,53.219522
-22.388828,146,53.306472
-10.875761,131,53.385328
-23.458728,147,53.474466
-12.613598,130,53.552183
-11.061288,130,54.069165
-11.377883,129,54.149752
-21.513062,146,54.236353
-11.178717,131,54.313141
-13.019457,131,54.391588
-15.275891,139,54.475357
-12.358894,131,54.553167
-12.36704,128,54.629899
-11.112017,128,54.706564
-11.462425,128,54.78342
-11.724969,131,54.862293
-12.610534,131,54.94082
-10.288288,128,55.017312
-9.96444,128,55.092905
-11.0279,131,55.172498
-11.474661,131,55.687709
-9.700145,128,55.764948
-11.302602,128,55.842768
-19.759996,146,55.929673
-11.336522,130,56.007812
-10.230558,128,56.084464
-10.66179,128,56.161148
-10.039439,128,56.238961
-11.096713,131,56.317864
-11.727644,130,56.395042
-10.404257,128,56.472375
-10.249365,128,56.550504
-12.645296,131,56.629712
-10.522731,128,56.706946
-10.144423,128,56.782952
-11.147692,131,56.86135
-9.817723,128,57.372662
-12.740597,130,57.452163
-12.404421,130,57.531181
-11.004719,128,57.607606
-27.762116,163,57.705806
-11.180224,130,57.783919
-11.596217,131,57.862366
-9.584526,128,57.938534
-8.613237,128,58.015572
-11.071192,128,58.091993
-10.764663,128,58.169539
-10.989953,130,58.247521
-11.120709,130,58.325307
-10.6302,129,58.403948
-17.330786,141,58.487321
-10.870909,128,59.000494
-11.03275,128,59.077085
-11.937447,128,59.154507
-10.300645,130,59.233893
-20.318786,147,59.32217
-10.175348,128,59.39768
-17.712788,141,59.483192
-11.140241,127,59.559178
-10.013493,128,59.63677
-10.187967,130,59.714043
-10.905382,128,59.79107
-17.805948,141,59.875673
-11.500912,129,59.952592
-9.93982,128,60.028952
-19.88879,146,60.116841
-10.298309,130,60.193648
-12.572554,128,60.709946
-11.657178,128,60.786502
-12.09991,131,60.865234
-18.331841,140,61.008473
-11.321206,131,61.117298
-8.853202,128,61.227314
-9.326137,128,61.339225
-9.401238,128,61.444692
-10.443022,128,61.540729
-11.148539,128,61.622903
-9.350736,128,61.703508
-12.048425,128,61.780521
-26.026179,156,61.874848
-10.130744,129,61.953522
-8.608379,128,62.029569
-20.314536,147,62.559708
-10.133216,128,62.637889
-10.34723,128,62.71505
-9.594496,128,62.79168
-9.235877,128,62.869213
-8.444358,128,62.964482
-9.632382,128,63.045125
-7.955764,128,63.125227
-8.860345,128,63.202505
-11.042946,128,63.279223
-9.350632,128,63.356405
-11.026053,130,63.434943
-10.698728,131,63.512564
-10.15153,128,63.588884
-9.664698,130,63.668012
-16.071534,141,63.753455
-9.032942,128,64.262805
-10.295909,128,64.340269
-11.487405,130,64.417984
-10.179426,127,64.493442
-10.371838,126,64.569048
-10.392216,128,64.646635
-9.780364,130,64.723695
-10.210759,128,64.800025
-9.363114,128,64.875977
-16.58645,142,64.962242
-10.56488,128,65.038371
-9.624746,128,65.11608
-10.818907,128,65.191358
-9.339015,130,65.269163
-10.653572,131,65.349341
-10.07862,130,65.426377
-9.796921,128,65.940095
-9.666545,130,66.019193
-9.313114,128,66.095093
-9.985636,130,66.174384
-9.437532,128,66.250896
-10.379878,130,66.328523
-9.808064,128,66.405901
-10.321168,128,66.487314
-11.190089,128,66.564038
-10.736999,130,66.643004
-10.340078,128,66.720398
-8.92686,128,66.7961
-10.26262,130,66.873207
-9.656304,128,66.950497
-9.513346,128,67.027417
-10.952392,128,67.104615
-10.438626,128,67.616411
-7.770665,128,67.694407
-9.182706,128,67.772021
-9.091069,128,67.848652
-8.753664,129,67.925294
-10.453446,128,68.005571
-20.134109,147,68.093441
-8.757726,128,68.170921
-10.256303,131,68.250129
-9.532255,128,68.32898
-9.346746,130,68.408072
-25.860735,158,68.502929
-20.879805,146,68.590713
-9.44622,131,68.672052
-9.638082,128,68.749109
-10.598411,128,69.262218
-9.681989,128,69.340768
-9.436063,128,69.417906
-9.858353,131,69.496326
-9.595228,128,69.57317
-9.545451,130,69.651261
-9.955027,128,69.727906
-10.446045,128,69.804453
-10.956191,131,69.882534
-11.043092,131,69.960585
-8.97922,128,70.038495
-9.732532,128,70.113538
-9.070373,128,70.190181
-10.770006,128,70.26795
-10.367584,131,70.347062
-9.708708,130,70.424639
-10.101104,131,70.952628
-9.081524,130,71.033384
-9.449841,130,71.111475
-8.713545,128,71.188066
-9.933969,130,71.265477
-9.335852,128,71.344463
-8.959176,130,71.422991
-8.945031,128,71.499451
-8.319714,128,71.575779
-9.112749,130,71.654384
-8.608013,128,71.732194
-9.238026,128,71.808548
-8.964317,130,71.887873
-10.182775,128,71.963609
-10.807797,131,72.043082
-8.561339,131,72.121675
-8.011775,129,72.636294
-9.984145,130,72.716521
-8.138958,128,72.793003
-9.080755,131,72.870613
-9.08045,128,72.945397
-8.89043,128,73.023444
-8.889714,128,73.099806
-8.003882,128,73.176256
-10.550125,128,73.253498
-9.292072,131,73.331869
-9.621682,130,73.409936
-9.575178,130,73.487375
-8.376552,128,73.566123
-17.150626,141,73.651937
-9.853614,131,73.730937
-11.672915,128,73.809175
-15.424287,140,74.326638
-10.22971,131,74.405806
-9.579655,130,74.483562
-9.14552,130,74.561
-9.678511,130,74.639895
-8.423041,128,74.716577
-9.914097,130,74.793121
-8.286482,128,74.869671
-8.649881,130,74.949167
-9.313225,128,75.024566
-9.154975,129,75.100902
-9.737247,131,75.178016
-9.698817,128,75.255153
-8.112959,128,75.332654
-8.384037,128,75.408276
-9.350622,130,75.487023
-9.503692,128,75.996698
-8.837323,130,76.076049
-15.388822,140,76.160023
-7.866948,128,76.236415
-8.4113,128,76.312966
-8.963791,128,76.389861
-9.667973,131,76.469456
-9.764651,128,76.545576
-9.452801,131,76.625289
-8.113189,130,76.703721
-9.435721,131,76.781526
-8.664862,131,76.860035
-9.16681,128,76.935954
-8.079413,128,77.012973
-8.948606,131,77.091678
-8.331534,128,77.599037
-9.024457,128,77.676986
-9.494371,128,77.753753
-9.199332,131,77.832093
-7.26466,128,77.908131
-7.771789,128,77.984881
-8.559512,129,78.061495
-8.135648,130,78.139648
-14.87866,141,78.223365
-7.606283,128,78.299757
-7.825081,128,78.375184
-18.437965,146,78.461492
-8.575157,130,78.539384
-10.06842,130,78.617307
-8.695599,128,78.693808
-9.01857,129,78.77052
-8.116696,128,79.281371
-6.893606,128,79.360479
-9.149202,131,79.439298
-7.985742,130,79.517249
-9.407367,131,79.595536
-7.590256,128,79.672874
-8.751379,128,79.74939
-7.433545,128,79.82506
-17.720259,146,79.911922
-7.519188,128,79.989886
-8.198576,130,80.06798
-9.744855,131,80.146166
-8.385568,128,80.222313
-8.929595,131,80.299866
-8.174469,128,80.377423
-7.979213,130,80.45581
-9.130705,129,80.969872
-9.554061,131,81.049139
-8.739352,130,81.1268
-8.883704,128,81.203846
-9.412091,131,81.281693
-8.879301,128,81.359119
-8.150001,128,81.435575
-7.509226,129,81.512678
-9.664122,131,81.591939
-8.295958,128,81.670257
-15.35281,141,81.755017
-7.633421,128,81.831678
-8.655378,130,81.909167
-7.503846,128,81.986523
-9.090566,131,82.065562
-8.66613,130,82.582227
-9.602904,131,82.665464
-8.720413,128,82.742155
-8.455335,131,82.820975
-18.77891,146,82.908381
-7.10738,128,82.986015
-7.662312,128,83.078127
-16.324821,142,83.173859
-10.051519,128,83.254666
-7.983374,128,83.332536
-7.413588,128,83.410954
-9.417207,130,83.491975
-7.756518,128,83.578582
-7.759733,128,83.66091
-8.146706,128,83.743809
-7.779041,128,83.823619
