#{"t_start": 1779630770.5168982, "env_id": "None"}
r,l,t
-4.426313,128,27.029093
-6.478709,141,27.12176
-6.515785,169,27.236231
-4.744087,147,27.828272
-4.698358,128,27.906774
-5.031647,131,27.985887
-5.296229,118,28.263333
-7.24167,168,28.403073
-3.745707,130,28.489745
-5.293767,128,28.568376
-6.901357,168,28.670344
-4.425945,128,28.750071
-6.801322,158,28.866087
-3.915441,128,28.98677
-4.180687,128,29.158311
-6.466558,163,29.323851
-4.732912,142,29.453637
-7.24295,164,30.147201
-5.27839,147,30.240699
-4.613595,141,30.336126
-3.272855,128,30.429762
-2.714376,130,30.510613
-5.286743,146,30.605232
-7.078665,147,30.701793
-7.013544,163,30.807265
-3.704712,130,30.886931
-4.676169,130,30.971514
-6.838379,166,31.07595
-7.452,169,31.181988
-6.646301,166,31.284084
-5.098518,147,31.390903
-4.762229,128,31.934404
-5.724501,158,32.032369
-6.595206,167,32.135735
-5.023359,149,32.22901
-5.319001,147,32.319224
-3.121156,128,32.398544
-6.136953,158,32.496152
-3.677892,130,32.577203
-4.846203,146,32.665794
-5.126247,147,32.75416
-7.515632,164,32.857872
-6.367589,149,32.968334
-5.893879,158,33.072545
-2.844713,131,33.155441
-6.244039,156,33.732143
-3.605439,128,33.815238
-4.537024,128,33.896662
-4.249357,128,33.977106
-5.113679,128,34.056951
-5.312968,158,34.152962
-3.461028,130,34.232894
-3.154476,131,34.316834
-7.475826,168,34.42497
-3.235496,128,34.502915
-3.324435,131,34.583225
-4.819404,146,34.671495
-2.713508,121,34.745228
-3.414332,130,34.824857
-2.921128,130,34.90237
-3.7941,127,35.433174
-5.115061,147,35.524635
-7.901122,168,35.626005
-5.389869,147,35.715567
-2.372091,128,35.793787
-6.305589,158,35.892501
-3.348615,130,35.971258
-2.985264,128,36.049347
-2.991659,130,36.128571
-5.143923,147,36.218777
-7.189533,162,36.325478
-6.282295,168,36.428107
-4.556649,147,36.51847
-6.470609,160,36.615388
-6.099693,163,37.34147
-5.339049,147,37.456972
-4.665654,147,37.548722
-5.742717,164,37.649947
-3.41669,130,37.730127
-6.751572,167,37.834303
-2.529519,130,37.913906
-2.711486,128,37.992373
-4.810943,147,38.081566
-2.951343,128,38.16197
-6.362738,158,38.258393
-5.744688,156,38.354598
-3.691759,128,38.432294
-3.073141,130,38.512469
-5.069157,147,39.061297
-2.189279,129,39.139249
-4.172435,141,39.228612
-4.492743,147,39.417387
-2.599983,128,39.51547
-2.74906,128,39.597762
-5.059383,147,39.687139
-2.691759,131,39.767834
-3.005678,131,39.848936
-2.591137,130,39.929779
-2.553064,130,40.009474
-4.331689,147,40.103689
-5.091653,147,40.195144
-2.749281,131,40.275021
-2.609098,128,40.353579
-3.496781,128,40.884146
-2.577913,130,40.966652
-2.746917,130,41.046187
-2.618337,128,41.123855
-3.421732,128,41.20633
-2.87728,128,41.283774
-3.203888,128,41.364446
-2.793952,130,41.444084
-2.874047,128,41.526235
-2.452148,128,41.603506
-2.611221,128,41.681484
-4.470065,147,41.771251
-6.375213,163,41.873507
-2.470448,128,41.950869
-5.952347,158,42.047643
-5.081671,149,42.139169
-2.34607,128,42.672703
-3.42067,127,42.749239
-6.81996,163,42.849182
-2.87473,131,42.928698
-4.674174,147,43.019026
-2.667565,130,43.099343
-6.368211,163,43.200559
-4.500509,147,43.291117
-4.789718,147,43.382293
-3.13381,131,43.462624
-2.319942,131,43.542437
-2.449548,128,43.620175
-3.735837,141,43.707682
-2.747083,128,43.785474
-2.593021,128,44.310629
-2.625417,131,44.39173
-2.947448,128,44.468478
-2.558629,128,44.547246
-2.269121,128,44.625539
-3.230883,131,44.70492
-2.388255,128,44.782039
-2.568545,129,44.861052
-2.551927,130,44.9409
-2.622528,129,45.01943
-2.979429,131,45.098683
-2.754333,130,45.177065
-2.562784,128,45.255217
-2.434105,128,45.337547
-2.743723,130,45.416516
-2.490555,128,45.493915
-5.554067,158,46.037628
-5.867917,157,46.132862
-2.958886,130,46.213165
-2.38869,128,46.292456
-3.833872,143,46.380123
-2.29645,129,46.459424
-2.909697,128,46.536662
-4.457785,147,46.62737
-6.080344,159,46.724566
-2.792828,128,46.802099
-2.791433,127,46.880796
-2.53144,128,46.959988
-2.619048,130,47.039237
-5.990461,163,47.137167
-2.349052,128,47.215938
-2.641439,131,47.745721
-4.848455,146,47.83446
-2.259389,130,47.914473
-2.500963,130,47.994253
-2.42006,128,48.072968
-2.506009,131,48.152691
-2.550798,128,48.232153
-5.972986,159,48.331613
-2.456952,131,48.412067
-2.280771,130,48.492615
-4.437554,147,48.582524
-2.544,128,48.661865
-2.262197,128,48.73998
-2.419525,128,48.817566
-2.34908,128,48.89668
-2.302133,130,49.625567
-2.347372,128,49.704559
-2.455418,130,49.785287
-2.382921,128,49.865289
-4.29219,146,49.954471
-2.635083,130,50.034506
-6.501686,158,50.131485
-4.60542,147,50.221549
-5.772208,161,50.31884
-2.580414,130,50.398283
-2.273599,130,50.476993
-6.978897,168,50.578301
-2.274288,128,50.656535
-2.08042,127,50.73492
-2.349577,128,50.813945
-2.167438,129,51.339697
-2.08855,128,51.417632
-3.026352,127,51.494663
-2.791538,129,51.572785
-3.156805,127,51.649448
-2.380538,128,51.728962
-2.353438,128,51.807399
-2.233829,128,51.884554
-2.988318,132,51.965399
-2.478987,129,52.044349
-2.430898,131,52.124107
-2.354149,128,52.201502
-2.28283,128,52.279268
-2.773952,128,52.357741
-2.254487,128,52.434604
-2.284732,128,52.512332
-4.654793,147,53.051572
-4.481383,147,53.14168
-2.709327,130,53.221412
-1.926914,128,53.300035
-6.097548,159,53.398625
-3.529379,141,53.484664
-3.089156,130,53.563538
-2.713197,128,53.640523
-2.410472,130,53.719546
-2.240461,128,53.798001
-2.514059,130,53.876968
-2.353549,130,53.956209
-2.24537,128,54.033572
-4.877495,147,54.123231
-2.491384,128,54.201626
-5.867033,162,54.742633
-2.070202,130,54.823092
-4.556427,147,54.912461
-2.676007,128,54.990589
-2.267334,128,55.069209
-2.357672,129,55.147303
-2.530861,128,55.226536
-2.276657,128,55.306256
-2.116861,130,55.387703
-4.476284,146,55.476565
-2.555329,128,55.556331
-4.472675,146,55.644947
-2.677358,128,55.724648
-4.412502,146,55.814
-2.203742,128,55.892295
-2.044086,128,56.423113
-5.919935,159,56.519513
-3.8346,147,56.609169
-2.093225,128,56.685937
-2.274932,128,56.763596
-1.970778,128,56.843299
-2.133888,124,56.918623
-2.274464,127,56.996398
-2.085099,130,57.074916
-2.155141,130,57.153714
-2.130578,128,57.231634
-2.099358,128,57.309324
-2.048853,129,57.386741
-2.036109,124,57.463529
-5.501844,156,57.558368
-2.476745,128,57.637153
-2.280172,128,58.189648
-2.192167,124,58.265963
-2.253341,128,58.346161
-2.479196,131,58.426977
-2.40572,128,58.511017
-2.494276,127,58.589089
-5.473515,157,58.685788
-3.93888,147,58.784294
-2.449186,128,58.863844
-2.44021,128,58.942283
-2.272772,128,59.020256
-2.75389,128,59.099129
-2.532938,130,59.180442
-4.655094,146,59.268759
-2.615362,128,59.360385
-2.096895,130,59.92802
-2.677016,128,60.00701
-2.439404,128,60.085858
-1.87036,129,60.165804
-2.279915,130,60.246619
-2.205622,128,60.325235
-2.714855,129,60.403466
-2.30672,128,60.481844
-2.222615,127,60.560591
-2.43128,127,60.649885
-2.352215,128,60.730147
-2.414191,127,60.808646
-2.294344,128,60.889139
-2.20344,128,60.967225
-2.235778,128,61.047575
-1.975617,128,61.12963
-2.749288,128,61.664923
-2.28238,128,61.750735
-2.036538,128,61.82996
-2.126133,128,61.909282
-2.210074,128,61.987305
-2.328291,127,62.070457
-2.089968,129,62.149937
-2.162955,128,62.22879
-2.101695,130,62.309442
-2.30885,128,62.38858
-2.209513,128,62.709856
-2.073899,128,62.816049
-2.567452,128,62.898355
-2.127106,128,62.979189
-2.043728,128,63.057045
-2.11451,128,63.135042
-2.464611,128,63.672516
-4.370639,147,63.764869
-1.9897,128,63.849188
-2.02582,128,63.928603
-4.988876,158,64.030059
-2.214918,128,64.107062
-2.100364,130,64.18552
-2.174609,130,64.265883
-5.623715,158,64.364127
-2.102694,128,64.443673
-2.060227,128,64.522283
-2.17015,128,64.600746
-2.463469,130,64.680039
-5.746272,161,64.777794
-2.241826,128,64.85525
-2.074573,124,65.394513
-2.127305,128,65.476756
-2.432106,131,65.557365
-2.284565,128,65.639816
-2.236781,127,65.7356
-2.31409,128,65.825288
-2.221766,128,65.902325
-2.489923,128,65.980945
-1.974947,128,66.059312
-2.108396,128,66.136422
-4.012277,146,66.225423
-3.57061,143,66.315804
-2.270318,128,66.394115
-2.116486,128,66.471208
-2.290637,128,66.549278
-1.94078,128,66.628121
-2.389204,130,67.159642
-2.049488,128,67.240034
-5.554438,158,67.347112
-2.515535,128,67.424743
-1.967012,128,67.503115
-2.445579,128,67.581244
-2.378174,130,67.661901
-2.324032,128,67.739849
-2.400213,128,67.816704
-2.458304,127,67.894459
-1.955646,128,67.972454
-2.332805,131,68.050135
-4.078237,147,68.139787
-1.987338,129,68.217513
-2.057039,127,68.296962
-2.014147,128,68.379898
-2.150631,130,68.917467
-2.02518,128,68.997624
-1.880984,128,69.075667
-1.840774,128,69.153285
-2.267021,128,69.230841
-1.884406,124,69.308257
-1.792858,128,69.388994
-2.176304,128,69.465435
-2.031962,128,69.547561
-2.293096,128,69.627643
-2.392412,128,69.708374
-1.875912,129,69.794094
-2.216806,128,69.872517
-2.040683,128,69.950353
-2.088128,128,70.029045
-2.023863,128,70.107577
-1.909693,130,70.63262
-2.114285,128,70.71118
-2.446511,128,70.789513
-1.751192,128,70.866091
-2.074743,125,70.944413
-2.086009,130,71.023912
-1.999068,128,71.101039
-2.291653,128,71.179148
-1.923061,125,71.257688
-2.40031,130,71.337119
-2.02336,127,71.414204
-2.203221,127,71.492843
-2.087931,128,71.571987
-1.872745,130,71.650156
-2.327223,128,71.728991
-5.57278,158,72.272707
-2.096359,128,72.351908
-1.674721,129,72.432097
-1.770594,128,72.510548
-2.157732,128,72.589236
-2.352882,128,72.666179
-1.891751,130,72.745435
-2.245785,128,72.82464
-2.380298,128,72.902259
-2.24856,128,72.981712
-1.867493,128,73.059743
-2.365014,128,73.138674
-2.327891,128,73.216245
-2.178394,128,73.2948
-2.138664,128,73.37364
-2.120988,130,73.451852
-2.323721,130,73.980023
-2.043285,128,74.058346
-1.802653,130,74.138252
-2.153909,128,74.217417
-1.912532,129,74.296322
-1.887799,128,74.377849
-2.223404,128,74.49788
-1.930356,128,74.601533
-2.182153,128,74.729592
-1.823525,128,74.817377
-1.980274,128,74.902311
-2.115076,130,74.987121
-2.16756,130,75.065632
-1.714083,128,75.144183
-2.097741,131,75.224447
-2.132177,128,75.307886
-2.026014,130,75.862943
-2.075355,128,75.940796
-3.820553,146,76.028191
-1.986191,130,76.106924
-1.981882,128,76.191592
-4.386722,147,76.27997
-1.790381,128,76.361201
-1.804674,131,76.440614
-1.960604,131,76.520553
-3.597962,141,76.610446
-2.07432,130,76.689856
-1.96298,130,76.767722
-1.866526,128,76.847739
-2.002897,127,76.925743
-1.798085,128,77.004362
-1.618627,128,77.082116
-2.143434,128,77.610112
-1.805655,128,77.688997
-1.948035,128,77.767428
-1.602644,128,77.846576
-2.098481,129,77.926137
-1.870317,130,78.005121
-1.848144,128,78.082342
-1.872249,128,78.162771
-1.918328,128,78.241386
-2.295611,128,78.319017
-1.821634,129,78.397951
-1.819244,130,78.477379
-1.816063,128,78.557122
-4.095227,149,78.646427
-2.186449,129,78.725224
-2.152284,128,78.802415
-1.868191,128,79.332416
-1.876208,128,79.409976
-1.909711,128,79.488357
-1.672341,128,79.566106
-1.684205,129,79.643109
-1.781934,127,79.720373
-1.774366,125,79.796269
-2.041321,128,79.873875
-1.816763,128,79.950582
-1.9601,130,80.030234
-1.791845,128,80.107714
-1.66574,130,80.185398
-1.839627,128,80.263081
-1.870515,128,80.340146
-2.029409,128,80.418604
-1.86645,128,80.495883
-1.823662,131,81.021468
-1.80106,127,81.09749
-1.744579,128,81.175752
-1.979205,130,81.254153
-2.079438,128,81.333699
-1.761522,128,81.412935
-2.095685,128,81.490847
-1.940024,128,81.566489
-1.603599,128,81.644698
-1.819881,128,81.72322
-1.883316,130,81.80201
-1.706598,131,81.881796
-1.944195,130,81.960524
-1.882,130,82.040197
-3.651927,143,82.126073
-1.831355,131,82.647126
-1.761953,130,82.728408
-1.672674,128,82.807478
-1.601987,128,82.885069
-1.616834,128,82.963774
-1.86135,130,83.058064
-3.83909,146,83.320805
-1.717337,130,83.400512
-1.767597,128,83.479023
-1.706667,128,83.557718
-1.872834,128,83.634747
-1.553977,128,83.713983
-1.610271,128,83.792519
-1.921574,128,83.87547
-1.640804,128,83.953098
-2.030502,128,84.034992
-1.936901,129,84.576675
-1.576612,128,84.655942
-2.00205,129,84.735121
-1.947468,130,84.814545
-1.9431,131,84.895725
-1.831124,128,84.974636
-1.8693,130,85.063912
-1.560589,128,85.23036
-1.469986,128,85.320867
-1.829812,130,85.401431
-3.823959,146,85.491797
-1.766778,128,85.568226
-1.923391,128,85.646243
-1.821313,128,85.726177
-1.808286,131,85.805911
-1.716118,129,85.882867
-1.673347,129,86.420218
-1.994821,131,86.500466
-1.751597,128,86.580946
-1.644223,128,86.660016
-3.567177,147,86.749687
-3.511763,146,86.844217
-1.86582,128,86.922027
-1.628423,128,87.003624
-1.873643,131,87.083312
-1.555565,128,87.161524
-1.366928,128,87.240096
-1.599787,130,87.321897
-1.726944,129,87.400529
-1.523668,128,87.478437
-1.813828,129,87.557615
-1.602142,128,87.63531
-1.747144,128,88.173624
-1.600708,128,88.251074
-2.20578,128,88.329852
-1.750528,129,88.409171
-1.570122,128,88.490935
-1.626065,130,88.5698
-1.86009,128,88.647948
-1.645437,130,88.727761
-1.461676,128,88.806199
-3.39256,143,88.892592
-3.571874,146,88.981969
-3.722221,147,89.073031
-1.750137,129,89.150996
-1.499329,128,89.228283
-1.889112,130,89.309434
-1.719275,131,89.834777
-1.531022,129,89.913918
-1.577885,128,89.991545
-1.478823,128,90.069525
-1.635983,130,90.149347
-1.688183,128,90.227544
-1.455696,128,90.304942
-1.548944,128,90.38205
-1.796748,130,90.461928
-1.517781,130,90.54186
-1.353888,128,90.61883
-1.775473,131,90.698613
-3.440269,147,90.790764
-1.726913,129,91.000976
-4.79468,158,91.118012
-1.802472,126,91.228397
